run_id,paired_group,campaign,data_origin,kem_level,variant,model,target_prr,mean_bad_burst,forced_loss,seed,forced_loss_validation,forced_loss_application,precondition_not_reached,targeted_test_reached,raw_log_path,raw_log_sha256,log_size_bytes,log_line_count,parse_status,run_success,result_class
A-kem512-gilbert-prr0p50-L10-rep18-seed200018-v2,A-kem512-gilbert-prr0p50-L10-rep18-seed200018,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200018,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep18-seed200018-v2/cooja.log,1fb17825db9dde76d2ac69a93ca3709b300e174019b73f8cc2751a7e5dc2d8bc,9233,89,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep19-seed200019-v1,A-kem512-gilbert-prr0p50-L10-rep19-seed200019,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200019,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep19-seed200019-v1/cooja.log,49f32b5e4030233aec13b59571efb58abdf3e5decf33f38625fb3b5e7987e83f,16816,173,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep19-seed200019-v2,A-kem512-gilbert-prr0p50-L10-rep19-seed200019,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200019,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep19-seed200019-v2/cooja.log,d466e487410d230cceccb5fa55c065f4b1ca305b90321681c0b8aac3637214fe,18510,194,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep20-seed200020-v1,A-kem512-gilbert-prr0p50-L10-rep20-seed200020,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200020,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep20-seed200020-v1/cooja.log,f82c38dd0c6b12e0ab531964c21eba86404e06967d23841495bc0cc2e2266017,13204,135,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep20-seed200020-v2,A-kem512-gilbert-prr0p50-L10-rep20-seed200020,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200020,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep20-seed200020-v2/cooja.log,f98227e140783fdb2099b5791fddeec320277f76c6dde8e82c10d5ae35931d01,13438,137,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep21-seed200021-v1,A-kem512-gilbert-prr0p50-L10-rep21-seed200021,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200021,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep21-seed200021-v1/cooja.log,786c6a50c5eeae1d3e9cca971cf56d7c1fa338a3765b8f777f7364cc3de46e50,8736,84,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep21-seed200021-v2,A-kem512-gilbert-prr0p50-L10-rep21-seed200021,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200021,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep21-seed200021-v2/cooja.log,9a29e0865710c7cfb18cc9a99609dd986bce45f1d65be63e3458d7d3be2438ee,8970,86,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep22-seed200022-v1,A-kem512-gilbert-prr0p50-L10-rep22-seed200022,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200022,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep22-seed200022-v1/cooja.log,83711ad3d1b048417b01a62d5e7e60e7b9372fc4932cd0b86a11e8961c6a53f2,12421,125,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep22-seed200022-v2,A-kem512-gilbert-prr0p50-L10-rep22-seed200022,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200022,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep22-seed200022-v2/cooja.log,915778803d8102905b8c930dbeb0d3c991f0d2ef15c1d210c71d96539aa123d4,12655,127,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep23-seed200023-v1,A-kem512-gilbert-prr0p50-L10-rep23-seed200023,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200023,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep23-seed200023-v1/cooja.log,405a8d9fa24e0540735a553abffec40d22e2daf822efc1dfce9dd56db360ca01,12212,123,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep23-seed200023-v2,A-kem512-gilbert-prr0p50-L10-rep23-seed200023,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200023,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep23-seed200023-v2/cooja.log,e000115b25e909532912d592f8e1190720dad8b6c1b7fd3e56ff94deddc4727f,12446,125,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep24-seed200024-v1,A-kem512-gilbert-prr0p50-L10-rep24-seed200024,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200024,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep24-seed200024-v1/cooja.log,507071cb21576991aec3d087698659b66c1310e7fb1b9195e9eca98272bfb018,8059,76,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep24-seed200024-v2,A-kem512-gilbert-prr0p50-L10-rep24-seed200024,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200024,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep24-seed200024-v2/cooja.log,9eea1e5552e919b6dbbf457a6b1bec822325c06f931c9fb24813ba40bef48b9d,8293,78,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep25-seed200025-v1,A-kem512-gilbert-prr0p50-L10-rep25-seed200025,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200025,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep25-seed200025-v1/cooja.log,477c8eaba65992c92827298d3331156f3f3faa6010d4154aff6f6a836718617b,10756,107,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep25-seed200025-v2,A-kem512-gilbert-prr0p50-L10-rep25-seed200025,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200025,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep25-seed200025-v2/cooja.log,31e424518f0748bc247dbbe9a6a607fa2dd6d73fffe6d8b0098b6f812961a6c3,10990,109,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep26-seed200026-v1,A-kem512-gilbert-prr0p50-L10-rep26-seed200026,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200026,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep26-seed200026-v1/cooja.log,f93dc4f994b1a760694452641f16a5f02815bfaa85a6ef62b54e0e4dd2936762,9755,96,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep26-seed200026-v2,A-kem512-gilbert-prr0p50-L10-rep26-seed200026,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200026,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep26-seed200026-v2/cooja.log,4fe82d574038fddd761babc8e356974d4c827982b4d4bf1fef6f8b15e540f1a4,9989,98,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep27-seed200027-v1,A-kem512-gilbert-prr0p50-L10-rep27-seed200027,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200027,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep27-seed200027-v1/cooja.log,ca3ef7ac9ff28943a039bbe86365e1964ae238cfc52698f3706545632e983194,10990,110,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep27-seed200027-v2,A-kem512-gilbert-prr0p50-L10-rep27-seed200027,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200027,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep27-seed200027-v2/cooja.log,6f00cfae5695103a1acfa70fa283b58674af4d1fd6d18a05a76d49df11cb67f5,11224,112,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep28-seed200028-v1,A-kem512-gilbert-prr0p50-L10-rep28-seed200028,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200028,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep28-seed200028-v1/cooja.log,b6bb8caac6c3a147e43caad9e7c2dad97b84ee6820b22a291ec574b8c3896365,8886,86,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep28-seed200028-v2,A-kem512-gilbert-prr0p50-L10-rep28-seed200028,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200028,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep28-seed200028-v2/cooja.log,844aa7afbea764dc98aedea926ffc185a212dd3883af0c3210eb274bef5adc90,9120,88,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep29-seed200029-v1,A-kem512-gilbert-prr0p50-L10-rep29-seed200029,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200029,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep29-seed200029-v1/cooja.log,c70858407586922338ef70a306e2cd77cb7fc6d4b9aec3d790a1da73740ea7a0,11459,112,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep29-seed200029-v2,A-kem512-gilbert-prr0p50-L10-rep29-seed200029,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200029,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep29-seed200029-v2/cooja.log,e4be24c4aa871dd2933c7fd982b6bbb5cc4e1a9f0228717f4b8c736c05490967,13181,130,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep30-seed200030-v1,A-kem512-gilbert-prr0p50-L10-rep30-seed200030,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.5,10.0,none,200030,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep30-seed200030-v1/cooja.log,20d4bdb8494be1969dd007a0a11a5ba7991440fa0001b345ed382d5a939f0876,12043,122,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p50-L10-rep30-seed200030-v2,A-kem512-gilbert-prr0p50-L10-rep30-seed200030,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.5,10.0,none,200030,valid,none,,,runs/A-kem512-gilbert-prr0p50-L10-rep30-seed200030-v2/cooja.log,d0b901c02644cacf1319c3791172339cc4b4909b84a76ceecea6611045cd5c24,12277,124,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep01-seed200001-v1,A-kem512-gilbert-prr0p85-L2-rep01-seed200001,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.85,2.0,none,200001,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep01-seed200001-v1/cooja.log,046c8b58081459dbfbc39e52cfc1949cc2a64fe59ef57c92a0583360d1eecdc4,11954,118,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep01-seed200001-v2,A-kem512-gilbert-prr0p85-L2-rep01-seed200001,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.85,2.0,none,200001,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep01-seed200001-v2/cooja.log,161886a6880bc07a8c6ba014892a9bbc1e6a42427d62642e50c51e53a1b20e4f,12449,126,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep02-seed200002-v1,A-kem512-gilbert-prr0p85-L2-rep02-seed200002,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.85,2.0,none,200002,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep02-seed200002-v1/cooja.log,73a8785e722c00f9c80839b426f9be1a75f8b0d4d4c689d0f3370259b665878c,10885,110,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep02-seed200002-v2,A-kem512-gilbert-prr0p85-L2-rep02-seed200002,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.85,2.0,none,200002,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep02-seed200002-v2/cooja.log,06419663eb07da6bf82a6527cfd8fdacdd398113c7109546977f17b5e6f6e67a,11119,112,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep03-seed200003-v1,A-kem512-gilbert-prr0p85-L2-rep03-seed200003,A_B1_VS_B2,COOJA_SIMULATION,512,1,gilbert,0.85,2.0,none,200003,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep03-seed200003-v1/cooja.log,85efb5e5091a53131080aab6922c249da3d4796b6f71b1698cc168c6f4f1fd4d,13512,139,success,0,FAILED_PROTOCOL
A-kem512-gilbert-prr0p85-L2-rep03-seed200003-v2,A-kem512-gilbert-prr0p85-L2-rep03-seed200003,A_B1_VS_B2,COOJA_SIMULATION,512,2,gilbert,0.85,2.0,none,200003,valid,none,,,runs/A-kem512-gilbert-prr0p85-L2-rep03-seed200003-v2/cooja.log,120d6929ba7b14911212a41cbd808fa480497e457f448b6f3674ad88b8d5223d,13746,141,success,0,FAILED_PROTOCOL
